date_found,company,title,location,work_mode,date_posted,source,link,active_resume,ats_match_pct,benefits_score,qol_score,pressure_score,culture_score,overall_score,hire_chance_pct,ai_detection_pct,status,date_applied,xp,notes
2026-07-19,Healthcare jobs,"View all jobs: https://www.linkedin.com/comm/jobs/search-results/?keywords=it+remote&distance%%2E0&f_TPR=r1296000&f_SAL=f_SA_id_225001%3A272001&geoId3644278&refId=HvCiNAElYsEjhOuSZdGKKQ%3D%3D&origin�CET_SUGGESTIONS_COMMS_EMAIL&originToLandingJobPostingsD41917252,4437112608&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_facet_suggestions%3BijqiWUJtQICq5fX7JZm4zQ%3D%3D&midToken=AQF4TmASyYP6ww&midSig=2tbxVcUU1XNIk1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-primary_0_sectionid_272001_fmid_nfb80d~mrpccwim~ie&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-primary_0_sectionid_272001_fmid_nfb80d~mrpccwim~ie-null-nfb80d~mrpccwim~ie-null-null&eid=nfb80d-mrpccwim-ie&otpToken=MTMwMTFmZTYxNjJkYzBjY2JjMmIwZmViNDExNmUzYjc4ZWM5ZDE0NTljYWY4ZjZhN2JjMjAwNmY0ZTVhNWFmYmYxZDRkZjgxNGNlNWQ2ZjkwNjhmZjcxNDFhNDBkMmExYTczNTNhMzM5ZWVhMTc4YzA5M2ZjMywxLDE%3D","https://www.linkedin.com/comm/jobs/search-results/?keywords=healthcare+it&distance%%2E0&f_TPR=r1296000&f_SAL=f_SA_id_230001%3A292004&geoId3644278&refIdIkXasESzMOwzBicNV2gcQ%3D%3D&origin�CET_SUGGESTIONS_COMMS_EMAIL&originToLandingJobPostingsD28965196,4440332564&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_facet_suggestions%3BijqiWUJtQICq5fX7JZm4zQ%3D%3D&midToken=AQF4TmASyYP6ww&midSig=2tbxVcUU1XNIk1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-title_link_text_sectionid_292004_fmid_nfb80d~mrpccwim~ie&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-title_link_text_sectionid_292004_fmid_nfb80d~mrpccwim~ie-null-nfb80d~mrpccwim~ie-null-null&eid=nfb80d-mrpccwim-ie&otpToken=MTMwMTFmZTYxNjJkYzBjY2JjMmIwZmViNDExNmUzYjc4ZWM5ZDE0NTljYWY4ZjZhN2JjMjAwNmY0ZTVhNWFmYmYxZDRkZjgxNGNlNWQ2ZjkwNjhmZjcxNDFhNDBkMmExYTczNTNhMzM5ZWVhMTc4YzA5M2ZjMywxLDE%3D",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4428965196/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: https://www.linkedin.com/comm/jobs/search-results/?keywords=healthcare+it&distance%%2E0&f_TPR=r1296000&f_SAL=f_SA_id_230001%3A292004&geoId3644278&refIdIkXasESzMOwzBicNV2gcQ%3D%3D&origin�CET_SUGGESTIONS_COMMS_EMAIL&originToLandingJobPostingsD28965196,4440332564&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_facet_suggestions%3BijqiWUJtQICq5fX7JZm4zQ%3D%3D&midToken=AQF4TmASyYP6ww&midSig=2tbxVcUU1XNIk1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-title_link_text_sectionid_292004_fmid_nfb80d~mrpccwim~ie&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-title_link_text_sectionid_292004_fmid_nfb80d~mrpccwim~ie-null-nfb80d~mrpccwim~ie-null-null&eid=nfb80d-mrpccwim-ie&otpToken=MTMwMTFmZTYxNjJkYzBjY2JjMmIwZmViNDExNmUzYjc4ZWM5ZDE0NTljYWY4ZjZhN2JjMjAwNmY0ZTVhNWFmYmYxZDRkZjgxNGNlNWQ2ZjkwNjhmZjcxNDFhNDBkMmExYTczNTNhMzM5ZWVhMTc4YzA5M2ZjMywxLDE%3D; JD pendente"
2026-07-19,Abbott,Informatics Technical Specialist II (Houston or Denver),Denver,a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4440332564/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit medio; cidade: Denver; JD pendente
2026-07-19,Healthcare Management jobs,"View all jobs: https://www.linkedin.com/comm/jobs/search-results/?keywords=healthcare+it&distance%%2E0&f_TPR=r1296000&f_SAL=f_SA_id_230001%3A292004&geoId3644278&refIdIkXasESzMOwzBicNV2gcQ%3D%3D&origin�CET_SUGGESTIONS_COMMS_EMAIL&originToLandingJobPostingsD28965196,4440332564&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_facet_suggestions%3BijqiWUJtQICq5fX7JZm4zQ%3D%3D&midToken=AQF4TmASyYP6ww&midSig=2tbxVcUU1XNIk1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-secondary_0_sectionid_292004_fmid_nfb80d~mrpccwim~ie&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-secondary_0_sectionid_292004_fmid_nfb80d~mrpccwim~ie-null-nfb80d~mrpccwim~ie-null-null&eid=nfb80d-mrpccwim-ie&otpToken=MTMwMTFmZTYxNjJkYzBjY2JjMmIwZmViNDExNmUzYjc4ZWM5ZDE0NTljYWY4ZjZhN2JjMjAwNmY0ZTVhNWFmYmYxZDRkZjgxNGNlNWQ2ZjkwNjhmZjcxNDFhNDBkMmExYTczNTNhMzM5ZWVhMTc4YzA5M2ZjMywxLDE%3D","https://www.linkedin.com/comm/jobs/search-results/?keywords=healthcare+management+it&distance%%2E0&f_TPR=r1296000&f_SAL=f_SA_id_230001%3A282006&geoId3644278&refId=ANQX%2Bc7inzvxggZOKAQxDw%3D%3D&origin�CET_SUGGESTIONS_COMMS_EMAIL&originToLandingJobPostingsD25315453,4440300021&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_facet_suggestions%3BijqiWUJtQICq5fX7JZm4zQ%3D%3D&midToken=AQF4TmASyYP6ww&midSig=2tbxVcUU1XNIk1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-title_link_text_sectionid_282006_fmid_nfb80d~mrpccwim~ie&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-title_link_text_sectionid_282006_fmid_nfb80d~mrpccwim~ie-null-nfb80d~mrpccwim~ie-null-null&eid=nfb80d-mrpccwim-ie&otpToken=MTMwMTFmZTYxNjJkYzBjY2JjMmIwZmViNDExNmUzYjc4ZWM5ZDE0NTljYWY4ZjZhN2JjMjAwNmY0ZTVhNWFmYmYxZDRkZjgxNGNlNWQ2ZjkwNjhmZjcxNDFhNDBkMmExYTczNTNhMzM5ZWVhMTc4YzA5M2ZjMywxLDE%3D",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4425315453/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: https://www.linkedin.com/comm/jobs/search-results/?keywords=healthcare+management+it&distance%%2E0&f_TPR=r1296000&f_SAL=f_SA_id_230001%3A282006&geoId3644278&refId=ANQX%2Bc7inzvxggZOKAQxDw%3D%3D&origin�CET_SUGGESTIONS_COMMS_EMAIL&originToLandingJobPostingsD25315453,4440300021&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_facet_suggestions%3BijqiWUJtQICq5fX7JZm4zQ%3D%3D&midToken=AQF4TmASyYP6ww&midSig=2tbxVcUU1XNIk1&trk=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-title_link_text_sectionid_282006_fmid_nfb80d~mrpccwim~ie&trkEmail=eml-email_jobs_facet_suggestions-JOBS_POSTING_SECTION-0-title_link_text_sectionid_282006_fmid_nfb80d~mrpccwim~ie-null-nfb80d~mrpccwim~ie-null-null&eid=nfb80d-mrpccwim-ie&otpToken=MTMwMTFmZTYxNjJkYzBjY2JjMmIwZmViNDExNmUzYjc4ZWM5ZDE0NTljYWY4ZjZhN2JjMjAwNmY0ZTVhNWFmYmYxZDRkZjgxNGNlNWQ2ZjkwNjhmZjcxNDFhNDBkMmExYTczNTNhMzM5ZWVhMTc4YzA5M2ZjMywxLDE%3D; JD pendente"
2026-07-19,SpaceXAI,IT Services Technician,"Palo Alto, CA",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4383761070/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Palo Alto, CA; JD pendente"
2026-07-19,Fluidstack,"IT Engineer, Data Center","New York, NY",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4441708459/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Heidi,IT Administrator,"New York, United States",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4384539739/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, United States; JD pendente"
2026-07-19,David Yurman,Data Engineer,"New York, NY",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4423387831/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Galaxy,AI & IT Operations Engineer,"New York, NY",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4423033719/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Maybern,Corporate IT Engineer,"New York, NY",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4408290886/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: New York, NY; JD pendente"
2026-07-19,Corebridge Financial,Azure Infrastructure Engineer,"Houston, TX",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4414720805/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Houston, TX; JD pendente"
2026-07-19,LightFeather,Azure Cloud Engineer,"Alexandria, VA",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4442175310/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Alexandria, VA; JD pendente"
2026-07-19,LightFeather,Azure Cloud/DevOps Engineer,"Alexandria, VA",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4442174312/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Alexandria, VA; JD pendente"
2026-07-19,WME Group,Senior Platform Engineer,"Beverly Hills, CA",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4414753382/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Beverly Hills, CA; JD pendente"
2026-07-19,Virtus Investment Partners,Senior Infrastructure Engineer,"Hartford, CT",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4413486972/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Hartford, CT; JD pendente"
2026-07-19,Seattle Seahawks,Systems Administrator,"Renton, WA",a confirmar (cidade listada),2026-07-19,linkedin (email alert),https://www.linkedin.com/jobs/view/4442400942/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Renton, WA; JD pendente"
2026-07-19,Kiewit,M365 Platform Engineer,"Omaha, NE",a confirmar (cidade listada),2026-07-19,linkedin (email alert),https://www.linkedin.com/jobs/view/4441384201/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Omaha, NE; JD pendente"
2026-07-19,Sentry,Workplace Technology Engineer (Hybrid Work Model),"Stevens Point, WI",a confirmar (cidade listada),2026-07-19,linkedin (email alert),https://www.linkedin.com/jobs/view/4440828757/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit medio; cidade: Stevens Point, WI; JD pendente"
2026-07-19,Microsoft,Cloud Solution Architect - Cloud & AI,United States,remote (a confirmar),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4418603376/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit baixo; US-wide (provavel remoto); JD pendente
2026-07-19,Microsoft,Cloud Solution Architect - Cloud & AI Infrastructure,United States,remote (a confirmar),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4418604367/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit baixo; US-wide (provavel remoto); JD pendente
2026-07-19,Microsoft,Principal Software Engineer,United States,remote (a confirmar),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4387832517/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit baixo; US-wide (provavel remoto); JD pendente
2026-07-19,OpenAI,"Software Engineer, Delivery / CD","New York, NY",a confirmar (cidade listada),2026-07-05,linkedin (email alert),https://www.linkedin.com/jobs/view/4416731503/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: New York, NY; JD pendente"
2026-07-19,OpenAI,"Software Engineer, Security Observability","New York, NY",a confirmar (cidade listada),2026-07-05,linkedin (email alert),https://www.linkedin.com/jobs/view/4416723484/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: New York, NY; JD pendente"
2026-07-19,Microsoft,Site Director,"Indianapolis, IN",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4437184231/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Indianapolis, IN; JD pendente"
2026-07-19,Microsoft,Quantum Software Engineer II,"Redmond, WA",a confirmar (cidade listada),2026-07-06,linkedin (email alert),https://www.linkedin.com/jobs/view/4409196056/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Redmond, WA; JD pendente"
2026-07-19,Airtable,"Software Engineer, Data",Greater Syracuse-Auburn Area,a confirmar (cidade listada),2026-07-07,linkedin (email alert),https://www.linkedin.com/jobs/view/4436033909/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit baixo; cidade: Greater Syracuse-Auburn Area; JD pendente
2026-07-19,Siemens,Software Engineer,"New York, NY",a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4437003171/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: New York, NY; JD pendente"
2026-07-19,Li_Iw88CAsk1&trk=eml-email_jobs_viewed_job_reminder_01-null-0-null&trkEmail=eml-email_jobs_viewed_job_reminder_01-null-0-null-null-nfb80d~mrbso2if~9i-null-null&eid=nfb80d-mrbso2if-9i&otpToken=MTMwMTFmZTYxNjJkYzBjY2JjMmIwZmViNDExNmU0YjA4NmM2ZDA0MDlhYTg4ZjZkN2JjMjAwNmY0ZTVhNWFmYmYxZDRkZjgwNzBlMWNiODg3M2EwYTlkZGQxNzZiMzE4MmFiM2E2ODExNWU3NWEyNzhmMjgxMCwxLDE%3D,Jobs similar to Pre-Training at Microsoft https://www.linkedin.com/comm/jobs/view/4342128593?refId=nyhVxd7TSMimX0XVBdEz8g%3D%3D&trackingId=Ji9hobkWTtOFoqnfAvPB%2Fw%3D%3D&lipi=urn%3Ali%3Apage%3Aemail_email_jobs_viewed_job_reminder_01%3BBWQs9dzLTuCu7%2BIgrDjhWg%3D%3D&midToken=AQF4TmASyYP6ww&midSig,Post-Training,a confirmar (cidade listada),2026-07-08,linkedin (email alert),https://www.linkedin.com/jobs/view/4342485749/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit baixo; cidade: Post-Training; JD pendente
2026-07-19,Paramount,"Software Engineer, Content Engineering","New York, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4410599079/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: New York, NY; JD pendente"
2026-07-19,Metropolitan Transportation Authority,Specialist Software Engineer - AI,"New York, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4428798350/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: New York, NY; JD pendente"
2026-07-19,Blossom,Applied AI Software Engineer (All Levels),"New York, NY",a confirmar (cidade listada),2026-07-11,linkedin (email alert),https://www.linkedin.com/jobs/view/4438828948/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: New York, NY; JD pendente"
2026-07-19,Salesforce,Applied Research Engineer,"New York, NY",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440097360/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: New York, NY; JD pendente"
2026-07-19,Microsoft AI,Principal Software Engineer,"Redmond, WA",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4403146321/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Redmond, WA; JD pendente"
2026-07-19,Microsoft AI,Principal Software Engineer Manager,"Redmond, WA",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4440396460/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Redmond, WA; JD pendente"
2026-07-19,Microsoft,"Director, MAVS Technology & Product","Redmond, WA",a confirmar (cidade listada),2026-07-15,linkedin (email alert),https://www.linkedin.com/jobs/view/4390896296/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Redmond, WA; JD pendente"
2026-07-19,Microsoft,Data Center Program Manager,"Goodyear, AZ",a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4440960980/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Goodyear, AZ; JD pendente"
2026-07-19,Wisconsin Department of Health Services,Systems Program Manager,Madison,a confirmar (cidade listada),2026-07-17,linkedin (email alert),https://www.linkedin.com/jobs/view/4440300021/,it_support,,,,,,,,,Coletada (JD pendente),,0,fit baixo; cidade: Madison; JD pendente
2026-07-19,Microsoft,Data Center Project Manager,"Boydton, VA",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4441975539/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Boydton, VA; JD pendente"
2026-07-19,Microsoft,Software Engineer,"Redmond, WA",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4441984253/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Redmond, WA; JD pendente"
2026-07-19,Microsoft,Silicon Engineer,"Raleigh, NC",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4441985245/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Raleigh, NC; JD pendente"
2026-07-19,Mativ,Solutions Architect,"Alpharetta, GA",a confirmar (cidade listada),2026-07-18,linkedin (email alert),https://www.linkedin.com/jobs/view/4442401052/,it_support,,,,,,,,,Coletada (JD pendente),,0,"fit baixo; cidade: Alpharetta, GA; JD pendente"
2026-07-19,Keeper Security,Customer Support Representative (Bilingual Portuguese),United States (remote; hybrid opcional Chicago),remote,unknown,web-search,https://www.keepersecurity.com/careers.html,it_support,,,,,,,,,Coletada (parcial — revisar),,0,"fit alto; PARTIAL: B2B support team, 100% remote from select locations; requires 1+ yr technical sup"
2026-07-19,Keeper Security,Systems Support Engineer (Bilingual Portuguese),United States (remote; hybrid opcional Chicago),remote,unknown,web-search,https://www.keepersecurity.com/careers.html,it_support,,,,,,,,,Coletada (parcial — revisar),,0,"fit alto; PARTIAL: B2B support team, 100% remote from select locations; Portuguese bilingual; system"
2026-07-19,CyberSheath Services International,Cyber Security Analyst I (SOC),United States (remote),remote,unknown,web-search,https://cybersheath.com/careers/,it_support,,,,,,,,,Coletada (parcial — revisar),,0,"fit medio; PARTIAL: SOC team, monitoring via SIEM multi-tenant, entry level — porta de entrada cyber."
2026-07-19,John Deere,IT / Technology openings (Moline IL + Ames/Des Moines/Johnston/Urbandale IA),"Moline, IL / Iowa",onsite/hybrid/remote (varia),unknown,career-page,https://jobs.deere.com/go/Technology-Jobs-in-Moline/2462900/,it_support,,,,,,,,,Coletada (parcial — revisar),,0,fit alto; PARTIAL: portal de tech jobs da Deere; IT Early Development Program com vagas em Iowa; sin
